,Task ID,Instruction
796,159,insert the brown colored object to the back tray
797,159,put brown colored  object  at the   back tray
798,159,place red colored object in the back container 
799,159,drop red shaped object in back container 
800,160,slip white shape object in back container
801,160,slip vase shaped container in the  back container 
802,160,put white colored object in the back tray
803,160,put the white colored object into the back tray
804,160,insert white colored object like the back tray
805,161,insert brown shaped object in back container
806,161,space pot shaped object in back container
807,161,drop brown colored object at the back tray
808,161,place the brown colored object in back tray
809,161,place the brown colored object on back tray
810,162,place gray colored object on the back tray
811,162,pick the gray colored object on back tray
812,162,slip cylinder shaped object  in the black container
813,162,place gray colored object in back tray
814,162,space gray shape object in back container
815,163,place white colored shaped object in the back container
816,163,introduce white colored object on back tray
817,163,pick white colored object in back tray
818,163,insert white shaped object in back container
819,163,insert the white colored object in back tray
820,164,pick brown colored object in the  back tray
821,164,drop red colored shaped object in the back container
822,164,slip red colored shaped object in the back container
823,164,pick the brown colored object the back tray
824,164,insert bottle shaped object on back tray
825,165,pick the brown colored object in back tray
826,165,take brown colored object do the back tray
827,165,pick the freeform shaped object and drop in the back tray
828,165,space red shaped object in black container
829,165,insert red colored shaped object in the back container
830,166,place orange shape object in back container
831,166,Insert the orange colored object in the  back tray.
832,166,take orange colored object and put in back tray
833,166,insert orange shaped object in back container 
834,166,insert orange colored object to back tray
835,167,square vase shaped object in back container
836,167,insert orange colored object on the back tray
837,167,slip  orange shaped object in back container
838,167,Put the orange colored object in back tray
839,167,place orange colored object in back tray
840,168,place blue shaped object in back container 
841,168,Pick the blue colored object place the back tray.
842,168,insert the blue colored object on back tray
843,168,Place the blue mug into the container in the back row
844,168,put  blue colored object into the back tray
845,169,square vase shaped object in back container
846,169,insert the brown color object to  back tray
847,169,drop brown color object in the back tray 
848,169,take  brown colored object that the  back tray
849,169,drop vase shaped object in back container
850,170,pick gray colored object was back tray
851,170,place gray colored object do the back tray
852,170,put bottle shaped object in back container
853,170,place cylinder shaped object in back container
854,170,put gray colored object on back tray
855,171,put brown shape object in back container
856,171,put brown shaped object in back container 
857,171,put the brown colored object into the back tray
858,171,slip the vase shape object and insert to back tray
859,171,pick the brown colored object and insert in back tray
860,172,insert brown shape object in back container
861,172,place brown shaped object in back container 
862,172,drop the brown colored object in back tray
863,172,insert brown colored object was the back tray
864,172,drop the brown colored object on back tray
865,173,insert brown colored object to the back tray
866,173,insert brown shaped object in black container
867,173,place brown colored object on the back tray
868,173,Insert the brown colored object into back tray.
869,173,drop brown colored shaped object in the back container
870,174,insert gray colored object  was  back tray
871,174,insert gray shaped object in back container
872,174,drop the gray color object on the back tray
873,174,insert gray colored object was the back tray  
874,174,place bowl shaped object  in the back container
875,175,slip gray shaped object in back container 
876,175,insert gray shaped object in back container
877,175,insert gray colored object on the back tray
878,175,pick the gray colored object  insert the back tray
879,175,pick the gray colored object in back tray
880,176,square cubic shaped object in back container
881,176,insert the blue colored object on back tray
882,176,slip blue colored shaped object in the back container
883,176,drop the blue colored object in back tray
884,176,pick the blue colored object in back tray
885,177,insert brown colored object on back tray 
886,177,put brown shaped object in the back container 
887,177,drop  brown colored object in the back tray
888,177,pick the brown colored object in back tray
889,177,put brown colored shaped object in the back container
890,178,pick the brown colored object the back tray
891,178,Put the brown colored object to the back tray.
892,178,put brown shaped object in back container 
893,178,put brown shape object in back container
894,178,place the brown colored object the back tray
895,179,place yellow shaped object in back container
896,179,insert yellow shaped object in back container
897,179,insert the yellow colored object to back tray
898,179,insert the yellow colored object in back tray
899,179,place yellow colored object in back tray
900,180,Take the gray colored object and place the back tray.
901,180,put gray colored object into the back tray
902,180,grasp round gray item and set in back bin
903,180,put curved shaped object in back container
904,180,place gray shaped object in back container 
905,181,put blue shaped object in back container
906,181,drop the blue colored object in back tray
907,181,drop blue colored object the back tray
908,181,place the blue colored object the back tray
909,181,put blue shaped object in back container 
910,182,slip black colored shaped object in the back container
911,182,Tack roll and round shaped object and throw it in back side container.
912,182,drop brown colored object and the back tray
913,182,pick gray colored object and insert on back tray
914,182,place black  colored shaped object in the back container
915,183,put brown shape object in back container
916,183,put brown shaped object in back container 
917,183,drop the brown colored object the back tray
918,183,Placed the cocoa-colored item inside the bin in the back row. 
919,183,place the brown color object in the back tray
920,184,place blue colored object in back tray
921,184,insert blue shape object in back container
922,184,drop the blue colored object to back tray
923,184,place the blue colored object to the back tray
924,184,place blue shaped object in back container 
925,185,insert gray shaped object in back container 
926,185,slip gray colored shaped object in the back container
927,185,place gray colored object in back tray
928,185,insert gray colored object to back tray
929,185,place gray colored object in the  back tray  
930,186,drop white shaped object in back container
931,186,place white shaped object in back container 
932,186,drop white colored object into black tray
933,186, put white colored object into the back tray
934,186,drop the white colored object at the back tray
935,187,space red shaped object in back container
936,187,place brown colored object with the back tray
937,187,slip red shape object in back container
938,187,drop brown colored object and the back tray
939,187,Put the brown colored object to the back tray.
940,188,slip vase shape object  in the back container
941,188,insert orange colored object in the  back tray  
942,188,drop vase shaped object to back container
943,188,drop the orange colored object the back tray
944,188,insert orange colored object to back tray
945,189,put yellow colored object on the back tray
946,189,Drop the yellow colored object into the back tray
947,189,place yellow shape object in back container 
948,189,put yellow colored object into the back tray
949,189,slip yellow shaped object in back container
950,190,place bowl shape object in back container
951,190,pick the vase shaped object in back tray
952,190,pick the vase shaped object in back tray
953,190,insert pot shaped object in back container 
954,190,drop the vase shaped object on back tray
955,191,slip tulip shaped object in back container 
956,191,place blue colored shaped object in the back container
957,191,put the chalice shaped object on back tray
958,191,put chalice shaped object in back tray
959,191,place the chalice shaped object in back tray
960,192,drop freeform shaped object on the back tray
961,192,insert asymmetrical shaped object in back container
962,192,place asymmetrical shaped object in back container
963,192,pick freeform shaped object the back tray
964,192,pick freeform shaped object the back tray
965,193,place cylinder shape object in back container
966,193,place bottle shaped object in the  back tray
967,193,place bottle shaped object with the back tray
968,193,Insert the bottle shaped object into the back tray.
969,193,place cylinder shape object in back container
970,194,slip domed shaped object in the back container
971,194,put the kyack in the back receptical
972,194,insert canoe shaped object on the back tray
973,194,insert canoe shaped object on  back tray
974,194,drop canoe shaped object the back tray
975,195,put cup shaped object onto back tray
976,195,drop cup shaped object into the back tray
977,195,slip blue colored object to back container
978,195,Put the cup shaped object in back tray
979,195,drop blue color shaped object in the back container 
980,196,drop bowl shaped object in the  back tray
981,196,place curved shaped object in back container 
982,196,place the bowl shaped object in back tray
983,196,Relocate the flower pot to the rear bin.
984,196,insert vase shape object in back container
985,197,slip square shaped object in back container 
986,197,place trapezoidal prism shaped object on the back tray
987,197,pick the trapezoidal prism shaped object the back tray
988,197,insert trapezoidal prism shaped object the back tray
989,197,put square shaped object in back container
990,198,place cylinder shaped object at the back tray
991,198,put bottle shaped object in back container 
992,198,put bottle shaped object in back container 
993,198,pick cylinder object and placed to the back tray
994,198,put the cylinder shaped object in back tray
995,199,pick the round hole shaped object the back tray
996,199,take  round hole shaped object with the back tray
997,199,place the round hole shaped object to the back tray
998,199,put round shape object in back container
999,199,put curved shape object in black container
1000,200,insert cup shaped object was left tray
1001,200,put gray and white colored object on the left tray
1002,200,place black shape object in left container
1003,200,put the gray and white colored object in left tray
1004,200,place black shape object in left container
1005,201,insert vase shaped object in left container
1006,201,place brown colored object on the left tray
1007,201,drop brown colored object in left tray
1008,201,put vase shaped object in left container
1009,201,insert brown shaped object  in the left container 
1010,202,place blue colored shaped object in the left container
1011,202,drop the blue colored object on left tray
1012,202,Insert the  blue colored object place left tray
1013,202,place blue colored shaped object in the left container
1014,202,insert  blue colored object on the left tray
1015,203,insert the brown colored object  on the left tray 
1016,203,grab hexagon shaped object and put in left bin
1017,203,pick the brown colored object and drop to left tray
1018,203,drop brown shaped object in left container 
1019,203,insert bowl shaped object in the left container
1020,204,place black and white shaped object in left container
1021,204,drop gray colored object in left tray
1022,204,Insert the chalice shaped smushed dumbbell object place left tray
1023,204,insert black and white shaped object in left container 
1024,204,pick the gray and white colored object in left tray
1025,205,slip brown shaped object in left container 
1026,205,put brown colored object in the left tray
1027,205,Drop the brown colored object into the left tray.
1028,205,slip brown shaped object in left container 
1029,205,move the trapezoidal shaped object to the tray on the left
1030,206,drop brown colored object  in the left tray 
1031,206,drop brown shaped object in the left container 
1032,206,drop the brown colored object on left tray
1033,206,pick brown colored object to the left tray
1034,206,drop brown shaped object in left container 
1035,207,Collect gray cup and leave in left box
1036,207,put the gray colored object on left tray
1037,207,pick  gray colored object was the  left tray
1038,207,slip gray shaped object in left container 
1039,207,put gray colored object in the left tray 
1040,208,pick the white colored object place left tray
1041,208,enter  white colored object on the left tray
1042,208,place white color shaped object in the left container 
1043,208,place white shaped object in left container
1044,208,drop white colored object in left tray
1045,209,space red shaped object in left container
1046,209,drop the bowl shape object on the left tray
1047,209,put brown colored object is the  left tray
1048,209,drop the bowl shaped object and place to the left tray
1049,209,drop red shaped object in left container 
1050,210,insert white colored shaped object in the left container
1051,210,place the white colored object the left tray
1052,210,place white colored object in left tray
1053,210,drop white colored object in the left container
1054,210,drop white colored object on left tray
1055,211,slip brown shaped object in left container 
1056,211,take brown colored object and the left tray
1057,211,pick the brown colored object and to placed the left tray
1058,211,insert brown color shaped object  in the left container 
1059,211,insert brown colored object on left tray 
1060,212,place gray colored object on the left tray
1061,212,drop gray colored shaped object in the left container
1062,212,place the gray colored object to the left tray
1063,212,insert cylinder shaped object in the left container
1064,212,drop gray colored object to the left tray
1065,213,place the white color object on the left tray
1066,213,insert white colored object on the left tray
1067,213,insert white colored object in left tray
1068,213,put white shaped object in left container
1069,213,put white colored shaped object in the left container
1070,214,Grab and drop the red bottled-shaped flask in the left container
1071,214,pick the brown colored object on the left tray
1072,214,pick up bottle shaped object on left tray
1073,214,drop brown colored object in left tray
1074,214,put red shaped object in left container 
1075,215,put tongue chair shaped object in left container
1076,215,insert the freeform shaped tongue chair object to left tray
1077,215,place the freeform shaped object to the left tray
1078,215,put red shaped object in left container
1079,215,place is brown colored object is left tray
1080,216,insert  orange shaped object in left container 
1081,216,insert the orange colored object on left tray
1082,216,insert orange colored object the left tray
1083,216,Put the orange colored object in the left tray.
1084,216,slip orange color shaped object in the left container 
1085,217,pick orange colored object to the left tray
1086,217,drop the orange colored object in left tray
1087,217,Pick vase shaped object and receptable at left container.
1088,217,put vase shaped object in left container
1089,217,put orange shaped object in left container
1090,218,insert the blue colored object on left tray
1091,218,put the blue colored object into the left tray
1092,218,put the blue colored object into the left tray
1093,218,slip blue shaped object in left container 
1094,218,slip blue shaped object in left container 
1095,219,pick brown colored object the left tray
1096,219,insert the brown colored object on left tray
1097,219,insert vase shaped object in left container
1098,219,put brown colored object with the left tray
1099,219,slip brown shaped object in lef6t container 
1100,220,put the gray colored object in left tray
1101,220,put gray shaped object in left container
1102,220,drop gray shaped object in left container
1103,220,pick gray colored object was the  left tray
1104,220,pick the bottle shaped  object insert left tray
1105,221,place brown shaped object in left container 
1106,221,space brown shape object in left container
1107,221,drop brown colored object at the left tray
1108,221,pick the brown colored object the left tray
1109,221,place brown colored objected   to the left tray 
1110,222,drop brown colored object on the left tray
1111,222,drop brown shaped object in left container 
1112,222,space trapezoidal prism shaped object in left container
1113,222,pick the brown colored object in left tray
1114,222,pick brown colored object on left tray
1115,223,place brown color shaped object in the left container 
1116,223,insert brown colored objected on the left tray
1117,223,put brown colored object at the left tray  
1118,223,drop the brown colored object on left tray
1119,223,place brown shaped object in left container 
1120,224,insert gray colored shaped container in the left container
1121,224,drop gray shaped object in left container
1122,224,place the gray colored object to the left tray
1123,224,drop the gray colored object in left tray
1124,224,drop the gray colored object in left tray
1125,225,drop gray colored object on left tray
1126,225,take gray colored object at the left tray
1127,225,place gray colored object in left tray
1128,225, drop gray colored shaped object in the left container
1129,225,drop gray shaped object in left container 
1130,226,slip blue shaped object in left container 
1131,226,place cup shaped object  in the left container
1132,226,Put the blue colored object in left tray.
1133,226,pick the blue colored object on left tray
1134,226,drop blue colored object on left tray
1135,227,insert bowl shaped object  in the left container
1136,227,insert brown colored object was the left tray 
1137,227,insert  brown colored object to the left tray
1138,227,pick the brown colored object in left tray
1139,227,place bowl shaped object in the left container 
1140,228,slip brown shaped object in left container 
1141,228,drop brown colored object like the  left tray
1142,228,place brown colored object on the  left tray
1143,228,slip brown colored shaped object in the left container
1144,228,place the brown colored object the left tray
1145,229,insert the yellow colored object in left tray
1146,229,insert the yellow colored object in left tray
1147,229,insert yellow shaped object in left container 
1148,229,slip yellow shaped object in left container 
1149,229,drop yellow colored object on left tray
1150,230,pick the gray colored object on left tray
1151,230,drop gray shaped object in left container
1152,230,slip gray shaped object in left container 
1153,230,put  gray colored object with the left tray
1154,230,insert the gray colored object to left tray
1155,231,space blue shape object in left container
1156,231,put the blue color object into the left tray
1157,231,space blue shape object in left container
1158,231,put blue colored object in left tray
1159,231,put the blue colored object into the left tray
1160,232,put gray colored object in the left tray
1161,232,insert black shape object in left container
1162,232,put gray colored object in left tray
1163,232,insert the gray color object to left tray
1164,232,insert black and white shaped object in left container 
1165,233,drop brown colored shaped object  in the left container
1166,233,put brown shaped object in left container
1167,233,put the brown colored object in left tray
1168,233,put brown colored object into left tray
1169,233,put brown colored object into the left tray
1170,234,insert blue shape object in left container
1171,234,insert blue shaped object in left container
1172,234,place blue colored object with the  left tray
1173,234,insert blue colored object on the left tray
1174,234,drop blue colored object in the left tray
1175,235,take the gray colored object and slip to left tray
1176,235, grab gray shaped object in left side container 
1177,235,place gray colored object would the left tray
1178,235,place gray shaped  object in left container 
1179,235,pick  gray colored object for the  left tray
1180,236,drop white shaped object in left container 
1181,236,Move the white segmented object to the left receptacle.
1182,236,place the white color object to the left tray
1183,236,place white color object to left tray 
1184,236,slip white shape object in left container
1185,237,drop the brown colored object in the left tray
1186,237,put the brown colored object in left tray
1187,237,slip red shape object in left container
1188,237,slip red shape object in left container
1189,237,insert brown colored object with the left tray
1190,238,drop orange colored object on left tray 
1191,238,slip orange shaped object in left container 
1192,238,pick the orange colored object on left tray
1193,238,insert orange shaped object in left container
1194,238,take orange colored object like the  left tray
1195,239,pick the yellow colored object and drop into the left tray
1196,239,slip yellow colored shaped object in the left container
1197,239,place dumbbell shaped object  in the left container 
1198,239,Migrate the yellow lamp shaped object toward the left container.
1199,239,take the yellow colored object and to insert to left tray
1200,240,insert pot shaped object in left container 
1201,240,put vase shaped object on the left tray
1202,240,place cylindrical shaped object in left container
1203,240,drop vase shaped object in left tray
1204,240,Insert the vase shaped object place left tray
1205,241,drop chalice shaped object in the left tray
1206,241,drop  chalice shaped object on the left tray
1207,241,place beaker shaped object in left container
1208,241,place cup shaped object in left container
1209,241,Take the chalice shaped object and slip the left tray.
1210,242,place the freeform shaped object the left tray
1211,242,slip brown color shaped  object in the left container 
1212,242,put the freeform shaped object into the left tray
1213,242,drop freeform shaped object on left left tray
1214,242,insert uneven shaped object in the left container
1215,243,slip narrow-necked shaped object in the left container
1216,243, drop bottle shaped object route the   left tray
1217,243,put cylinder shaped object in left container
1218,243,drop the bottle shaped object in left tray
1219,243,place the bottle shaped object in left tray
1220,244,put brown colored shaped object in the left container
1221,244,place canoe shaped object in left tray
1222,244,put gray color shaped object in the left container
1223,244,put canoe shaped object with the left tray
1224,244,put canoe shaped object the left tray
1225,245,pick the cup shaped object in left tray
1226,245,place cup shaped object in left tray
1227,245,put  cup shaped object  in to the left tray
1228,245,insert curved shaped object in left container 
1229,245,space bowl shaped object in left container
1230,246,Move the concaved dish and drop it inside the left side receptacle.
1231,246,drop bowl shaped object on left tray
1232,246,place container shaped object in left container
1233,246,put bowl shaped object on left tray 
1234,246,slip curved shaped object in left  container
1235,247,insert Frustum shaped object to left container 
1236,247,slip square shape object in left container
1237,247,place trapezoidal prism object and the left tray 
1238,247,Insert the trapezoidal prism shaped object to left tray.
1239,247,place the trapezoidal prism shaped object in the left tray
1240,248,place bottle shaped object in left container 
1241,248,place dimensional shaped object in the left container
1242,248,insert the cylinder shaped object on left tray
1243,248,insert cylinder shaped object on the left tray
1244,248,insert the cylinder shaped object on left tray
1245,249,place curved shaped object in left container 
1246,249,insert the round hole shaped object on left tray
1247,249,put solid torus shaped object in left container
1248,249,insert the round hole shaped object to left tray
1249,249,insert round hole shaped object to the left tray
1250,250,pick the cup shaped conic cup  object to right tray
1251,250,insert gray colored object in right tray
1252,250,put black and white shaped object in right container 
1253,250,insert brown colored object with the right tray
1254,250,put cup shaped object in the right container
1255,251,place brown colored shaped object in the right container
1256,251,put brown colored object into right tray
1257,251,slip vase shaped object in right container
1258,251,drop brown colored object on the right tray
1259,251,put the brown colored object on right tray
1260,252,drop blue colored object on the right tray
1261,252,slip blue colored shaped object  in the right container 
1262,252,slip blue shape object in right container
1263,252,put blue colored object on the right tray
1264,252,pick the blue colored insert right tray
1265,253,slip brown colored shaped object in the right container 
1266,253,place  brown colored object into the right tray
1267,253,insert the brown colored object on right tray
1268,253,drop brown colored shaped object in the right container
1269,253,place brown colored object in right tray
1270,254,pick the gray and white colored object in right tray
1271,254,insert chalice shaped smushed dumbbell object to right tray
1272,254,place black colored shaped object in the right container
1273,254,place black colored shaped object in the right container
1274,254,drop the gray and white colored object in right tray
1275,255,place the brown colored object the right tray
1276,255,take  brown colored object and the right tray
1277,255,insert brown colored object on right tray
1278,255,drop brown shaped object in right container 
1279,255,drop brown shaped object in right container 
1280,256,slip brown shaped object in right container 
1281,256,down trapezoidal prism shaped object in the right container
1282,256,put the brown colored object into the right tray
1283,256,put the brown colored object into the right tray
1284,256,Insert the brown colored object place the right tray.
1285,257,slip chalice shaped object in right container
1286,257,insert gray colored object in right tray
1287,257,slip gray colored shaped object in the right container
1288,257,take gray colored object is the  right tray  
1289,257,slip gray shaped object in right container 
1290,258,put the white colored object in right tray
1291,258,insert white shaped object in right container 
1292,258,place white shaped object in right container
1293,258,drop the white colored object the right tray
1294,258,drop white colored object is right tray
1295,259,drop brown colored object take the right tray
1296,259,insert brown colored object on right tray 
1297,259,drop red shaped object in right container 
1298,259,drop red colored shaped object in the right container
1299,259,put brown colored object on the right tray
1300,260,drop white colored object into the right tray
1301,260,drop the vase shaped object on the right tray
1302,260,place white colored object in right tray
1303,260,insert white shaped object in right container 
1304,260,slip white colored shaped object in the right container
1305,261,drop the brown colored object into right tray
1306,261,pick brown colored object and placed the right tray
1307,261,place brown color shaped object in the right container 
1308,261,Pick the brown colored object and insert the right tray.
1309,261,space brown shape object in right container
1310,262,put gray colored object in the right container
1311,262,insert the gray colored object on right tray
1312,262,put gray shaped object in right container
1313,262,place gray colored object on the right tray
1314,262,put cylinder shaped objected on the right tray
1315,263,pick the bowl shaped object and to place on the right tray
1316,263,insert white colored objected  was the right tray
1317,263,place bowl shaped object in the right container
1318,263,insert white colored object to right container
1319,263,Drop the white colored object into the right tray.
1320,264,drop the bottle shaped object into the right tray
1321,264,pick brown colored object  that the  right tray
1322,264,drop red colored object in the right container
1323,264,drop the brown colored object was the right tray
1324,264,place red shaped object in right container 
1325,265,put  freeform shaped tongue chair object  to the right tray 
1326,265,put brown colored object on the right tray
1327,265,place red colored object to right container
1328,265,insert freeform shaped object in the right container
1329,265,put brown colored object on the right tray
1330,266,place the orange colored object to the right tray
1331,266,put orange shape container in right container
1332,266,pick orange colored object for the right tray
1333,266,pick the orange colored object in right tray
1334,266,drop orange shaped object in right container
1335,267,insert orange colored shaped object in the right container
1336,267,inset the orange colored object in right tray
1337,267,slip orange color shaped  in the right container 
1338,267,put the orange colored object in right tray
1339,267,insert orange colored object in right tray
1340,268,insert blue colored object on the right tray
1341,268,slip dice shaped object in right container
1342,268,put the cup shaped object into the right tray
1343,268,space blue shaped object in right container
1344,268,insert blue colored object on right tray 
1345,269,put brown colored object into the right tray
1346,269,insert brown colored object that the right tray
1347,269,put brown colored object into the right tray
1348,269,insert vase shaped object  in the right container 
1349,269,slip brown shaped object in right container 
1350,270,pick gray colored object to the right tray
1351,270,place cylinder shaped object in right container
1352,270,place gray colored object  was the right tray
1353,270,pick up the light gray jug shaped object and put it in the tray on the right
1354,270,place bottle shaped object  in the right container
1355,271,place pot shaped object in right container 
1356,271,put the vase shaped  object on the right tray
1357,271,insert brown colored object in right tray
1358,271,place the brown colored object in right tray
1359,271,drop brown shaped object in right container
1360,272,place trapezoidal prism shaped object in the right container
1361,272,slip trapezoidal shaped object in right container
1362,272,place the brown color object to the right tray
1363,272,pick the  brown colored object insert right tray
1364,272,drop brown colored object in the  right tray
1365,273,drop brown colored object like the right tray
1366,273,drop canoe shaped object in the right tray
1367,273,drop brown color shaped object in the right container 
1368,273,drop brown colored shaped object in the right container
1369,273,put brown colored object on the right tray
1370,274,pick the gray colored object place right tray
1371,274,insert gray colored object  in the right container
1372,274,space kidney shaped object in right container
1373,274,pick gray colored object in right tray
1374,274,insert gray colored object at the right tray 
1375,275,drop gray colored object in the right container
1376,275,place gray colored shaped object in the right container
1377,275,Pick the gray colored object insert right tray.
1378,275,place the round hole shaped toroid to the right tray
1379,275,pick the gray colored object route the right tray 
1380,276,put cubic shaped object in right container
1381,276,place blue shaped object in right container 
1382,276,drop the  blue colored object into right tray
1383,276,pick the blue colored object and drop to right tray
1384,276,place blue colored object route the right tray
1385,277,place brown colored shaped object in the right container  
1386,277,insert bamboo lid shaped object in the right container
1387,277,put brown colored object the right tray
1388,277,pick the brown colored object in right tray
1389,277,put  brown colored object in the right tray
1390,278,insert brown colored object in right tray
1391,278,place brown colored object in right tray
1392,278,drop brown shaped object in right container 
1393,278,place  brown shaped object in right side container 
1394,278,pick brown colored object and insert it in right tray
1395,279,put yellow colored object on right tray
1396,279,pick the yellow colored object in right tray
1397,279,insert yellow colored object to the right tray
1398,279,drop yellow colored shaped object in the right container
1399,279,slip yellow colored object in the right container
1400,280,drop gray colored shaped object in the right container
1401,280,slip gray colored shaped object in the right container
1402,280,Pick the  gray colored object to the right tray.
1403,280,put the gray colored object in right tray
1404,280,place gray colored object in right tray
1405,281,put the blue colored object into the right tray
1406,281,space blue shaped object in right container
1407,281,square cylinder shaped object in right container
1408,281,put blue colored object on right tray
1409,281,pick the blue colored object the right tray
1410,282,pick white colored object was the right tray
1411,282,drop black and white shaped object in right container 
1412,282,place the gray colored object on the right tray
1413,282,drop black and white shaped object in right container 
1414,282,insert the gray and white colored object on right tray
1415,283,drop the brown color object ton the right tray
1416,283,place brown shaped object in right container
1417,283,insert brown colored shaped object in the right container
1418,283,place brown colored object in right tray
1419,283,put brown colored object on the right tray
1420,284,drop blue colored shaped object in the right container
1421,284,insert blue colored object to the right tray
1422,284,insert blue colored object on the  right tray
1423,284,slip blue colored shaped object in the right container
1424,284,place blue colored object on the right tray
1425,285,place the gray color object to the right tray
1426,285,drop  gray colored object do the right tray
1427,285,put gray shaped object in right container 
1428,285,put gray shaped object in right container 
1429,285,place gray colored object in right tray
1430,286,put  the white colored object on to right tray
1431,286,Drop the white colored object into the right tray
1432,286,put white colored object on right tray
1433,286,place white shaped object in right container 
1434,286,insert white colored shaped object in the right container
1435,287,place red shaped object in right container 
1436,287,drop the brown colored object in to right tray 
1437,287,slip the orange colored object on right tray
1438,287,put brown colored object into the right tray
1439,287,place red shaped object in right container 
1440,288,place the orange colored object the right tray
1441,288,slip the orange colored object on the right tray
1442,288,place orange colored shaped object in the right container
1443,288,take the orange colored object and drop on right tray
1444,288,drop orange shaped object in right container 
1445,289,insert yellow shaped object in the right container 
1446,289, place  yellow colored object on the right tray
1447,289,put the yellow colored object into the right tray
1448,289,place yellow shape object in right container
1449,289,pick the yellow colored object the right tray
1450,290,put vase shaped object on the right tray
1451,290,put vase shaped object on the right tray
1452,290,drop the vase shaped object into right tray
1453,290,insert pot shaped object in right container 
1454,290,insert pot shaped object in right container 
1455,291,square beaker shaped object in right container
1456,291,slip tulip shaped object in right container
1457,291,put chalice shaped object on the right tray
1458,291,put the chalice shaped object in the right tray
1459,291,insert  chalice shaped object with the right tray
1460,292,place freeform shaped object to the right tray
1461,292,drop the freeform shaped object the right tray
1462,292,put organic shaped object in right container 
1463,292,pick freeform shaped object with the right tray
1464,292,Put the object with many ridges in the bin on the right side
1465,293,put bottle shaped object into right tray
1466,293,put the bottle shaped object into the right tray
1467,293,drop cylinder shaped object in right container 
1468,293,slip cylinder shaped object in right container
1469,293,drop bottle shaped object and the right tray
1470,294,place dugout shape object in right container
1471,294,drop canoe shaped object on the right tray
1472,294,place canoe shaped object in right tray
1473,294,slip tulip shaped object in right container
1474,294,slip the canoe shaped object in the right tray
1475,295,drop cylindrical shaped object in the right container
1476,295,take cup shaped object was the right tray
1477,295,insert the cup shape object to right tray 
1478,295,insert cup shaped object on the  right tray  
1479,295,insert curved shaped object in right container 
1480,296,drop the bowl shaped object in right tray
1481,296,drop the bowl shaped object on the right tray
1482,296,drop the bowl shaped object the right tray
1483,296,place concave shaped object in right container
1484,296,insert concave shaped object in right container
1485,297, drop trapezoidal prism shaped object like the right tray
1486,297,put 3D shape object in the right container
1487,297,put trapezoidal shaped object in right container
1488,297,put trapezoidal prism shaped object into right tray
1489,297,put the trapezoidal prism shaped object on right tray
1490,298,put cylinder shaped object on the right tray
1491,298,put the cylinder shaped object in right tray
1492,298,place bottle shaped object in right container
1493,298,PUT cylinder shaped object  into the  right tray
1494,298,place bottle shaped object in right container
1495,299,slip round shaped object in the right container  
1496,299,pickup round hole shaped object insert to the right tray
1497,299,drop round hole shaped object on the right tray
1498,299,put round hole shaped object in right tray
1499,299,drop round shaped object in right container 
